"event","pathogen","start_date","end_date","country","cuml_cases","cuml_confirmed_cases","cuml_deaths","cuml_confirmed_deaths","source"
"West Nile virus_United States_2017","West Nile virus","2017-02-26","2017-12-30","",2002,"","","","Morbidity and Mortality Weekly Report"
"West Nile virus_United States_2017","West Nile virus","2017-02-26","2017-12-30","United States",2002,"","","","Morbidity and Mortality Weekly Report"
"West Nile virus_United States_2018","West Nile virus","2018-02-18","2018-12-29","",2531,"","","","CDC National Notifiable Infectious Diseases"
"West Nile virus_United States_2018","West Nile virus","2018-02-18","2018-12-29","United States",2531,"","","","CDC National Notifiable Infectious Diseases"
"West Nile virus_United States_2019","West Nile virus","2019-01-27","2019-12-28","",915,"","","","CDC National Notifiable Infectious Diseases"
"West Nile virus_United States_2019","West Nile virus","2019-01-27","2019-12-28","United States",915,"","","","CDC National Notifiable Infectious Diseases"
"Wild poliovirus type 1_Afghanistan_2020","Poliovirus","2020-01-01","2020-12-31","",56,"56","","","WHO DON"
"Wild poliovirus type 1_Afghanistan_2020","Poliovirus","2020-01-01","2020-12-31","Afghanistan",56,"56","","","WHO DON"
"Wild poliovirus type 1_Nigeria_2016","Poliovirus","2016-07-01","2016-08-31","",3,"3","","","WHO DON"
"Wild poliovirus type 1_Nigeria_2016","Poliovirus","2016-07-01","2016-08-31","Nigeria",3,"3","","","WHO DON"
"Wild poliovirus type 1_Pakistan_2016","Poliovirus","2016-01-01","2016-12-21","",19,"19","","","WHO DON"
"Wild poliovirus type 1_Pakistan_2016","Poliovirus","2016-01-01","2016-12-21","Pakistan",19,"19","","","WHO DON"
"Wild poliovirus type 1_Pakistan_2019","Poliovirus","2019-07-01","2019-12-31","",103,"103","","","WHO DON"
"Wild poliovirus type 1_Pakistan_2019","Poliovirus","2019-07-01","2019-12-31","Pakistan",103,"103","","","WHO DON"
"Wild poliovirus type 1_Pakistan_2020","Poliovirus","2020-01-01","2020-12-31","",84,"84","","","WHO DON"
"Wild poliovirus type 1_Pakistan_2020","Poliovirus","2020-01-01","2020-12-31","Pakistan",84,"84","","","WHO DON"
"Yellow fever virus_Angola_2015","Yellow fever virus","2015-12-05","2017-02-14","",4272,"973","388","136","Multisource Fusion (Retrospective)"
"Yellow fever virus_Angola_2015","Yellow fever virus","2015-12-05","2016-12-23","Angola",4188,"889","373","121","Multisource Fusion (Retrospective)"
"Yellow fever virus_Angola_2015","Yellow fever virus","2016-03-05","2016-04-05","China",11,"11","","","Multisource Fusion (Retrospective)"
"Yellow fever virus_Angola_2015","Yellow fever virus","2016-03-01","2017-02-14","Democratic Republic of the Congo",71,"71","14","14","Multisource Fusion (Retrospective)"
"Yellow fever virus_Angola_2015","Yellow fever virus","2016-03-01","2016-04-06","Kenya",2,"2","1","1","Multisource Fusion (Retrospective)"
"Yellow fever virus_Bolivia_2017","Yellow fever virus","2017-01-30","2017-07-22","",5,"2","1","","Multisource Fusion"
"Yellow fever virus_Bolivia_2017","Yellow fever virus","2017-01-30","2017-07-22","Bolivia",5,"2","1","","Multisource Fusion"
"Yellow fever virus_Bolivia_2018","Yellow fever virus","2017-12-31","2018-11-24","",34,"1","","","PAHO Epidemiological Alerts"
"Yellow fever virus_Bolivia_2018","Yellow fever virus","2017-12-31","2018-11-24","Bolivia",34,"1","","","PAHO Epidemiological Alerts"
"Yellow fever virus_Brazil_2016","Yellow fever virus","2016-12-01","2017-07-31","",1294,"777","298","261","Multisource Fusion"
"Yellow fever virus_Brazil_2016","Yellow fever virus","2016-12-01","2017-07-31","Brazil",1294,"777","298","261","Multisource Fusion"
"Yellow fever virus_Brazil_2017","Yellow fever virus","2017-07-01","2018-05-12","",2512,"1280","419","419","Multisource Fusion"
"Yellow fever virus_Brazil_2017","Yellow fever virus","2018-01-14","2018-04-07","Argentina",7,"7","2","2","Multisource Fusion"
"Yellow fever virus_Brazil_2017","Yellow fever virus","2017-07-01","2018-05-12","Brazil",2498,"1266","415","415","Multisource Fusion"
"Yellow fever virus_Brazil_2017","Yellow fever virus","2018-02-26","2018-02-28","Chile",3,"3","2","2","Multisource Fusion"
"Yellow fever virus_Brazil_2017","Yellow fever virus","2018-02-16","2018-02-28","France",1,"1","","","Multisource Fusion"
"Yellow fever virus_Brazil_2017","Yellow fever virus","2018-01-07","2018-02-28","Netherlands",1,"1","","","Multisource Fusion"
"Yellow fever virus_Brazil_2017","Yellow fever virus","2018-02-28","2018-02-28","Romania",1,"1","","","Multisource Fusion"
"Yellow fever virus_Brazil_2017","Yellow fever virus","2018-02-28","2018-02-28","Switzerland",1,"1","","","Multisource Fusion"
"Yellow fever virus_Brazil_2018","Yellow fever virus","2018-07-01","2019-06-30","",107,"96","21","21","Brazil Ministry of Health Boletin Epidemiologico"
"Yellow fever virus_Brazil_2018","Yellow fever virus","2018-07-01","2019-06-30","Brazil",107,"96","21","21","Brazil Ministry of Health Boletin Epidemiologico"
"Yellow fever virus_Brazil_2019","Yellow fever virus","2019-07-01","2020-05-30","",65,"18","3","3","Brazil Ministry of Health Boletin Epidemiologico"
"Yellow fever virus_Brazil_2019","Yellow fever virus","2019-07-01","2020-05-30","Brazil",65,"18","3","3","Brazil Ministry of Health Boletin Epidemiologico"
"Yellow fever virus_Cote d Ivoire_2020","Yellow fever virus","2020-03-01","2021-01-25","",13,"3","2","","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Yellow fever virus_Cote d Ivoire_2020","Yellow fever virus","2020-03-01","2021-01-25","Côte d'Ivoire",13,"3","2","","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Yellow fever virus_Cote d'Ivoire_2019","Yellow fever virus","2019-07-30","2019-07-30","",89,"","1","","Cote d'Ivoire MOH Note d'Information"
"Yellow fever virus_Cote d'Ivoire_2019","Yellow fever virus","2019-07-30","2019-07-30","Côte d'Ivoire",89,"","1","","Cote d'Ivoire MOH Note d'Information"
"Yellow fever virus_Democratic Republic of the Congo_2018","Yellow fever virus","2018-07-01","2018-12-01","",15,"12","4","","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Yellow fever virus_Democratic Republic of the Congo_2018","Yellow fever virus","2018-07-01","2018-12-01","Democratic Republic of the Congo",15,"12","4","","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Yellow fever virus_Ethiopia_2018","Yellow fever virus","2018-08-21","2018-11-19","",35,"5","10","","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Yellow fever virus_Ethiopia_2018","Yellow fever virus","2018-08-21","2018-11-19","Ethiopia",35,"5","10","","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Yellow fever virus_Ethiopia_2020","Yellow fever virus","2020-03-03","2020-04-06","",85,"","","","WHO DON"
"Yellow fever virus_Ethiopia_2020","Yellow fever virus","2020-03-03","2020-04-06","Ethiopia",85,"","","","WHO DON"
"Yellow fever virus_French Guiana_2017","Yellow fever virus","2017-08-07","2017-08-09","",1,"1","1","1","WHO DON"
"Yellow fever virus_French Guiana_2017","Yellow fever virus","2017-08-07","2017-08-09","French Guiana",1,"1","1","1","WHO DON"
"Yellow fever virus_French Guiana_2018","Yellow fever virus","2018-08-04","2018-08-04","",1,"1","","","WHO DON"
"Yellow fever virus_French Guiana_2018","Yellow fever virus","2018-08-04","2018-08-04","French Guiana",1,"1","","","WHO DON"
"Yellow fever virus_French Guiana_2020","Yellow fever virus","2020-07-12","2020-07-19","",1,"1","1","1","WHO DON"
"Yellow fever virus_French Guiana_2020","Yellow fever virus","2020-07-12","2020-07-19","French Guiana",1,"1","1","1","WHO DON"
"Yellow fever virus_Gabon_2019","Yellow fever virus","2019-01-01","2019-12-31","",2,"2","","","WHO DON"
"Yellow fever virus_Gabon_2019","Yellow fever virus","2019-01-01","2019-12-31","Gabon",2,"2","","","WHO DON"
"Yellow fever virus_Gabon_2020","Yellow fever virus","2020-01-30","2020-04-09","",1,"1","1","1","WHO DON"
"Yellow fever virus_Gabon_2020","Yellow fever virus","2020-01-30","2020-04-09","Gabon",1,"1","1","1","WHO DON"
"Yellow fever virus_Guinea_2019","Yellow fever virus","2019-01-07","2019-08-27","",115,"0","0","","ANSS Bulletin Epidemiologique Hebdomadaire de la Guinee"
"Yellow fever virus_Guinea_2019","Yellow fever virus","2019-01-07","2019-08-27","Guinea",115,"0","0","","ANSS Bulletin Epidemiologique Hebdomadaire de la Guinee"
"Yellow fever virus_Guinea_2020","Yellow fever virus","2020-11-06","2020-12-15","",52,"8","14","","WHO DON"
"Yellow fever virus_Guinea_2020","Yellow fever virus","2020-11-06","2020-12-15","Guinea",52,"8","14","","WHO DON"
"Yellow fever virus_India_2017","Yellow fever virus","2017-08-01","2017-10-29","",40,"","7","","Media"
"Yellow fever virus_India_2017","Yellow fever virus","2017-08-01","2017-10-29","India",40,"","7","","Media"
"Yellow fever virus_Mali_2019","Yellow fever virus","2019-09-01","2020-12-27","",256,"7","4","2","Multisource Fusion"
"Yellow fever virus_Mali_2019","Yellow fever virus","2019-09-01","2020-12-27","Mali",256,"7","4","2","Multisource Fusion"
"Yellow fever virus_Netherlands_2018","Yellow fever virus","2018-11-18","2018-11-18","",1,"1","","","WHO DON"
"Yellow fever virus_Netherlands_2018","Yellow fever virus","2018-11-18","2018-11-18","Netherlands",1,"1","","","WHO DON"
"Yellow fever virus_Nigeria_2017","Yellow fever virus","2017-07-02","2019-12-31","",8388,"366","311","60","Nigeria CDC Disease Situation Reports"
"Yellow fever virus_Nigeria_2017","Yellow fever virus","2017-07-02","2019-12-31","Nigeria",8388,"366","311","60","Nigeria CDC Disease Situation Reports"
"Yellow fever virus_Nigeria_2020","Yellow fever virus","2019-12-30","2020-12-31","",1465,"138","296","17","Nigeria CDC Disease Situation Reports"
"Yellow fever virus_Nigeria_2020","Yellow fever virus","2019-12-30","2020-12-31","Nigeria",1465,"138","296","17","Nigeria CDC Disease Situation Reports"
"Yellow fever virus_Peru_2017","Yellow fever virus","2017-02-24","2017-12-30","",14,"7","3","1","Multisource Fusion"
"Yellow fever virus_Peru_2017","Yellow fever virus","2017-02-24","2017-12-30","Peru",14,"7","3","1","Multisource Fusion"
"Yellow fever virus_Peru_2018","Yellow fever virus","2017-12-31","2018-12-29","",20,"10","3","","Peru MOH Numero de casos de fiebre amarilla"
"Yellow fever virus_Peru_2018","Yellow fever virus","2017-12-31","2018-12-29","Peru",20,"10","3","","Peru MOH Numero de casos de fiebre amarilla"
"Yellow fever virus_Republic of the Congo_2018","Yellow fever virus","2018-01-01","2018-09-07","",27,"1","","","WHO DON"
"Yellow fever virus_Republic of the Congo_2018","Yellow fever virus","2018-01-01","2018-09-07","Republic of the Congo",27,"1","","","WHO DON"
"Yellow fever virus_Senegal_2020","Yellow fever virus","2020-10-18","2020-12-29","",9,"7","2","2","WHO DON"
"Yellow fever virus_Senegal_2020","Yellow fever virus","2020-10-18","2020-12-29","Senegal",9,"7","2","2","WHO DON"
"Yellow fever virus_South Sudan_2020","Yellow fever virus","2020-03-03","2020-03-28","",2,"2","0","","WHO DON"
"Yellow fever virus_South Sudan_2020","Yellow fever virus","2020-03-03","2020-03-28","South Sudan",2,"2","0","","WHO DON"
"Yellow fever virus_Suriname_2017","Yellow fever virus","2017-02-28","2017-02-28","",1,"","","","WHO DON"
"Yellow fever virus_Suriname_2017","Yellow fever virus","2017-02-28","2017-02-28","Suriname",1,"","","","WHO DON"
"Yellow fever virus_Togo_2020","Yellow fever virus","2020-01-31","2020-01-31","",1,"1","","","WHO DON"
"Yellow fever virus_Togo_2020","Yellow fever virus","2020-01-31","2020-01-31","Togo",1,"1","","","WHO DON"
"Yellow fever virus_Uganda_2016","Yellow fever virus","2016-03-26","2016-04-18","",30,"6","7","2","WHO DON"
"Yellow fever virus_Uganda_2016","Yellow fever virus","2016-03-26","2016-04-18","Uganda",30,"6","7","2","WHO DON"
"Yellow fever virus_Uganda_2019","Yellow fever virus","2019-10-31","2020-01-30","",15,"5","5","3","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Yellow fever virus_Uganda_2019","Yellow fever virus","2019-10-31","2020-01-30","Uganda",15,"5","5","3","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Yellow fever virus_Venezuela_2019","Yellow fever virus","2019-09-14","2019-09-14","",1,"1","","","WHO DON"
"Yellow fever virus_Venezuela_2019","Yellow fever virus","2019-09-14","2019-09-14","Venezuela",1,"1","","","WHO DON"
"Yersinia enterocolitica_Europe_2019_Fresh spinach","Yersinia enterocolitica","2019-02-10","2019-04-08","",57,"57","","","Multisource Fusion"
"Yersinia enterocolitica_Europe_2019_Fresh spinach","Yersinia enterocolitica","2019-02-25","2019-03-31","Denmark",20,"20","","","Multisource Fusion"
"Yersinia enterocolitica_Europe_2019_Fresh spinach","Yersinia enterocolitica","2019-02-10","2019-04-08","Sweden",37,"37","","","Multisource Fusion"
"Yersinia enterocolitica_Norway_2020_Spinach","Yersinia enterocolitica","2020-05-10","2020-05-31","",23,"23","","","Norway Folkehelseinstituttet News"
"Yersinia enterocolitica_Norway_2020_Spinach","Yersinia enterocolitica","2020-05-10","2020-05-31","Norway",23,"23","","","Norway Folkehelseinstituttet News"
"Yersinia pestis_Democratic Republic of the Congo_2019","Yersinia pestis","2019-03-04","2021-12-31","",648,"","53","","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Yersinia pestis_Democratic Republic of the Congo_2019","Yersinia pestis","2019-03-04","2021-12-31","Democratic Republic of the Congo",648,"","53","","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Yersinia pestis_Madagascar_2015","Yersinia pestis","2015-08-17","2015-08-30","",14,"","10","","WHO DON"
"Yersinia pestis_Madagascar_2015","Yersinia pestis","2015-08-17","2015-08-30","Madagascar",14,"","10","","WHO DON"
"Yersinia pestis_Madagascar_2016","Yersinia pestis","2016-08-15","2017-03-04","",282,"6","50","","Multisource Fusion"
"Yersinia pestis_Madagascar_2016","Yersinia pestis","2016-08-15","2017-03-04","Madagascar",282,"6","50","","Multisource Fusion"
"Yersinia pestis_Madagascar_2017","Yersinia pestis","2017-08-01","2018-04-29","",2676,"558","238","1","Multisource Fusion"
"Yersinia pestis_Madagascar_2017","Yersinia pestis","2017-08-01","2018-04-29","Madagascar",2676,"558","238","1","Multisource Fusion"
"Yersinia pestis_Madagascar_2018","Yersinia pestis","2018-08-01","2019-02-26","",105,"105","31","31","Madagascar Ministre du Sante Publique News"
"Yersinia pestis_Madagascar_2018","Yersinia pestis","2018-08-01","2019-02-26","Madagascar",105,"105","31","31","Madagascar Ministre du Sante Publique News"
"Yersinia pestis_Madagascar_2019","Yersinia pestis","2019-08-14","2019-08-14","",10,"","","","Media"
"Yersinia pestis_Madagascar_2019","Yersinia pestis","2019-08-14","2019-08-14","Madagascar",10,"","","","Media"
"Yersinia pestis_Mongolia_2020","Yersinia pestis","2020-06-21","2020-09-27","",21,"5","3","3","Media"
"Yersinia pestis_Mongolia_2020","Yersinia pestis","2020-06-21","2020-09-27","Mongolia",21,"5","3","3","Media"
"Yersinia pestis_Uganda_2019","Yersinia pestis","2019-02-24","2019-03-12","",7,"","5","","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Yersinia pestis_Uganda_2019","Yersinia pestis","2019-02-24","2019-03-12","Democratic Republic of the Congo",5,"","4","","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Yersinia pestis_Uganda_2019","Yersinia pestis","2019-03-01","2019-03-08","Uganda",2,"0","1","","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Yezo virus_Japan_2016","Yezo virus","2016-07-01","2016-07-31","",1,"1","0","","Nature Communications"
"Yezo virus_Japan_2016","Yezo virus","2016-07-01","2016-07-31","Japan",1,"1","0","","Nature Communications"
"Yezo virus_Japan_2017","Yezo virus","2017-06-01","2017-06-30","",2,"2","0","","Nature Communications"
"Yezo virus_Japan_2017","Yezo virus","2017-06-01","2017-06-30","Japan",2,"2","0","","Nature Communications"
"Yezo virus_Japan_2019","Yezo virus","2019-05-10","2019-05-20","",1,"1","0","","Nature Communications"
"Yezo virus_Japan_2019","Yezo virus","2019-05-10","2019-05-20","Japan",1,"1","0","","Nature Communications"
"Yezo virus_Japan_2020","Yezo virus","2020-05-01","2020-07-20","",2,"2","0","","Nature Communications"
"Yezo virus_Japan_2020","Yezo virus","2020-05-01","2020-07-20","Japan",2,"2","0","","Nature Communications"
"Zaire ebolavirus_Democratic Republic of the Congo_2017","Zaire ebolavirus","2017-04-22","2017-06-30","",8,"5","4","1","WHO AFRO External Situation Report"
"Zaire ebolavirus_Democratic Republic of the Congo_2017","Zaire ebolavirus","2017-04-22","2017-06-30","Democratic Republic of the Congo",8,"5","4","1","WHO AFRO External Situation Report"
"Zaire ebolavirus_Democratic Republic of the Congo_2018","Zaire ebolavirus","2018-05-03","2018-07-21","",54,"38","33","17","Democratic Republic of the Congo MOH Communique de Presse"
"Zaire ebolavirus_Democratic Republic of the Congo_2018","Zaire ebolavirus","2018-05-03","2018-07-21","Democratic Republic of the Congo",54,"38","33","17","Democratic Republic of the Congo MOH Communique de Presse"
"Zaire ebolavirus_Democratic Republic of the Congo_2018b","Zaire ebolavirus","2018-07-10","2020-06-25","",3474,"3321","2291","2138","Multisource Fusion"
"Zaire ebolavirus_Democratic Republic of the Congo_2018b","Zaire ebolavirus","2018-07-10","2020-06-25","Democratic Republic of the Congo",3470,"3317","2287","2134","Multisource Fusion"
"Zaire ebolavirus_Democratic Republic of the Congo_2018b","Zaire ebolavirus","2019-06-10","2019-08-30","Uganda",4,"4","4","4","Multisource Fusion"
"Zaire ebolavirus_Democratic Republic of the Congo_2020","Zaire ebolavirus","2020-05-18","2020-11-18","",130,"119","55","44","Multisource Fusion"
"Zaire ebolavirus_Democratic Republic of the Congo_2020","Zaire ebolavirus","2020-05-18","2020-11-18","Democratic Republic of the Congo",130,"119","55","44","Multisource Fusion"
"Zaire ebolavirus_Guinea_2016","Zaire ebolavirus","2016-03-16","2016-04-17","",13,"10","9","6","WHO CSR"
"Zaire ebolavirus_Guinea_2016","Zaire ebolavirus","2016-03-16","2016-04-17","Guinea",10,"7","8","5","WHO CSR"
"Zaire ebolavirus_Guinea_2016","Zaire ebolavirus","2016-04-07","2016-04-17","Liberia",3,"3","1","1","WHO CSR"
"Zaire ebolavirus_Liberia_2015a","Zaire ebolavirus","2015-06-21","2015-07-23","",6,"6","2","2","WHO Ebola Situation Reports"
